future_id,iso_alpha_3,2022,2030,vulnerability_threshold,vulnerability_indicator,ndc_unconditional
id_MEX_149,MEX,787.6710940988988,823.0253614329038,808.5321233904137,1,644.2
id_MEX_15,MEX,787.6710940988988,818.6969143079122,808.5321233904137,1,644.2
id_MEX_150,MEX,787.6710940988988,878.3885101876114,808.5321233904137,1,644.2
id_MEX_151,MEX,787.6710940988988,794.5613223316732,808.5321233904137,0,644.2
id_MEX_152,MEX,787.6710940988988,837.8174108878152,808.5321233904137,1,644.2
id_MEX_153,MEX,787.6710940988988,781.9548654988195,808.5321233904137,0,644.2
id_MEX_154,MEX,787.6710940988988,796.6175740089955,808.5321233904137,0,644.2
id_MEX_155,MEX,787.6710940988988,807.0669011884704,808.5321233904137,0,644.2
id_MEX_156,MEX,787.6710940988988,772.2510948673499,808.5321233904137,0,644.2
id_MEX_157,MEX,787.6710940988988,796.2368298095278,808.5321233904137,0,644.2
id_MEX_158,MEX,787.6710940988988,786.9128320986088,808.5321233904137,0,644.2
id_MEX_159,MEX,787.6710940988988,785.5146303126413,808.5321233904137,0,644.2
id_MEX_16,MEX,787.6710940988988,798.0075983394688,808.5321233904137,0,644.2
id_MEX_160,MEX,787.6710940988988,788.9998490175882,808.5321233904137,0,644.2
id_MEX_161,MEX,787.6710940988988,825.4605499057346,808.5321233904137,1,644.2
id_MEX_162,MEX,787.6710940988988,804.4626865928868,808.5321233904137,0,644.2
id_MEX_163,MEX,787.6710940988988,740.8534719890102,808.5321233904137,0,644.2
id_MEX_164,MEX,787.6710940988988,781.1446666476972,808.5321233904137,0,644.2
id_MEX_165,MEX,787.6710940988988,786.6953907374739,808.5321233904137,0,644.2
id_MEX_166,MEX,787.6710940988988,838.4839288177033,808.5321233904137,1,644.2
id_MEX_167,MEX,787.6710940988988,813.557959290877,808.5321233904137,1,644.2
id_MEX_168,MEX,787.6710940988988,749.8389983345315,808.5321233904137,0,644.2
id_MEX_169,MEX,787.6710940988988,776.3038458102686,808.5321233904137,0,644.2
id_MEX_17,MEX,787.6710940988988,754.2764374371205,808.5321233904137,0,644.2
id_MEX_170,MEX,787.6710940988988,808.3615760719687,808.5321233904137,0,644.2
id_MEX_171,MEX,787.6710940988988,839.3941876761601,808.5321233904137,1,644.2
id_MEX_172,MEX,787.6710940988988,797.9761438438993,808.5321233904137,0,644.2
id_MEX_173,MEX,787.6710940988988,760.4479600033409,808.5321233904137,0,644.2
id_MEX_174,MEX,787.6710940988988,840.1114999493798,808.5321233904137,1,644.2
id_MEX_175,MEX,787.6710940988988,909.8572285481786,808.5321233904137,1,644.2
id_MEX_176,MEX,787.6710940988988,826.0266546013522,808.5321233904137,1,644.2
id_MEX_177,MEX,787.6710940988988,858.5495252441358,808.5321233904137,1,644.2
id_MEX_178,MEX,787.6710940988988,792.1675352474329,808.5321233904137,0,644.2
id_MEX_179,MEX,787.6710940988988,871.562374094875,808.5321233904137,1,644.2
id_MEX_18,MEX,787.6710940988988,736.9627711745345,808.5321233904137,0,644.2
id_MEX_180,MEX,787.6710940988988,848.8623721714932,808.5321233904137,1,644.2
id_MEX_181,MEX,787.6710940988988,832.9159399980034,808.5321233904137,1,644.2
id_MEX_182,MEX,787.6710940988988,772.8226586109622,808.5321233904137,0,644.2
id_MEX_183,MEX,787.6710940988988,807.0904642110784,808.5321233904137,0,644.2
id_MEX_184,MEX,787.6710940988988,861.5722362887179,808.5321233904137,1,644.2
id_MEX_185,MEX,787.6710940988988,841.996715994582,808.5321233904137,1,644.2
id_MEX_186,MEX,787.6710940988988,824.3097097551936,808.5321233904137,1,644.2
id_MEX_187,MEX,787.6710940988988,794.9183008380376,808.5321233904137,0,644.2
id_MEX_188,MEX,787.6710940988988,845.8948787566321,808.5321233904137,1,644.2
id_MEX_189,MEX,787.6710940988988,825.3799127929952,808.5321233904137,1,644.2
id_MEX_19,MEX,787.6710940988988,800.4778874963818,808.5321233904137,0,644.2
id_MEX_190,MEX,787.6710940988988,774.9993460903486,808.5321233904137,0,644.2
id_MEX_191,MEX,787.6710940988988,771.8581106272713,808.5321233904137,0,644.2
id_MEX_192,MEX,787.6710940988988,819.0668434128149,808.5321233904137,1,644.2
id_MEX_193,MEX,787.6710940988988,791.1244802258445,808.5321233904137,0,644.2
id_MEX_194,MEX,787.6710940988988,803.392413400087,808.5321233904137,0,644.2
id_MEX_195,MEX,787.6710940988988,755.3218366392492,808.5321233904137,0,644.2
id_MEX_196,MEX,787.6710940988988,827.9585698881027,808.5321233904137,1,644.2
